lambda,resolution,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.8,0.5,0,1.1198473345223197,0.872,0.427,0,16,Dgat2
0.8,0.5,0,1.8995958375363906,0.984,0.569,0,16,Opcml
0.8,0.5,0,0.6991616970230654,0.81,0.401,0,16,Tnr
0.8,0.5,0,1.6398703652439681,0.919,0.512,0,16,Hmgcr
0.8,0.5,0,1.2000393135892793,0.761,0.38,0,16,Chst11
0.8,0.5,0,1.688072580716457,0.931,0.55,0,16,Pfkl
0.8,0.5,0,1.241546457201751,0.601,0.239,0,16,Egr1
0.8,0.5,0,0.32182650619245845,0.837,0.476,0,16,Serpina3n
0.8,0.5,0,1.1148655303143158,0.862,0.508,0,16,Hmgcs1
0.8,0.5,0,1.9649632305464233,0.963,0.627,0,16,Chst1
0.8,0.5,0,2.02416292321994,0.973,0.638,0,16,Slc17a7
0.8,0.5,0,3.0380655917121304,0.373,0.051,0,16,Pou3f1
0.8,0.5,0,0.9466575940095491,0.647,0.331,0,16,Gpt2
0.8,0.5,0,1.3723413166317258,0.967,0.656,0,16,Acsl4
0.8,0.5,0,1.1473926321039525,0.926,0.619,0,16,Msmo1
0.8,0.5,0,0.7867959033128209,0.723,0.429,0,16,Tubb2b
0.8,0.5,0,0.6815210754178379,0.365,0.086,0,16,Car12
0.8,0.5,0,0.8534227626692497,0.741,0.462,0,16,Sc5d
0.8,0.5,0,0.9271038888788905,0.925,0.655,0,16,Pdhb
0.8,0.5,0,0.753243047532681,0.728,0.458,0,16,Acss2
0.8,0.5,0,0.48306008548711965,0.801,0.532,0,16,Gaa
0.8,0.5,0,1.0207182099188032,0.979,0.71,0,16,Got1
0.8,0.5,0,0.9357416235781006,0.877,0.612,0,16,Chka
0.8,0.5,0,1.021203877818,0.895,0.63,0,16,Me1
0.8,0.5,0,0.6752084839821475,0.724,0.463,0,16,Dgkd
0.8,0.5,0,0.7000614109545651,0.792,0.533,0,16,Fut8
0.8,0.5,0,0.8480644031362969,0.881,0.629,0,16,Adss
0.8,0.5,0,0.6439414237405641,0.912,0.677,0,16,Fasn
0.8,0.5,0,1.2417460325601444,0.982,0.754,0,16,Fdft1
0.8,0.5,0,0.6769231690359017,0.567,0.339,0,16,Acad8
0.8,0.5,0,1.4221824759549762,0.979,0.752,0,16,Sorl1
0.8,0.5,0,0.7268471169364198,0.854,0.632,0,16,P4ha1
0.8,0.5,0,0.7295571518412289,0.893,0.673,0,16,Dpm1
0.8,0.5,0,0.8605881281186587,0.948,0.735,0,16,B3gat3
0.8,0.5,0,0.5633119776156529,0.784,0.572,0,16,Rxrb
0.8,0.5,0,0.5429194252372518,0.671,0.461,0,16,Gclc
0.8,0.5,0,0.5600850403751465,0.786,0.578,0,16,Slc33a1
0.8,0.5,0,0.9279930942118328,0.312,0.104,0,16,Fezf2
0.8,0.5,0,0.6458148454688192,0.606,0.398,0,16,Neu1
0.8,0.5,0,0.6401065123560099,0.592,0.386,0,16,Pank3
0.8,0.5,0,0.7569547439614112,0.928,0.727,0,16,Dld
0.8,0.5,0,0.6205987768503931,0.915,0.716,0,16,Ndufv2
0.8,0.5,0,0.3823038734257763,0.913,0.714,0,16,Pfkm
0.8,0.5,0,0.7262489327092233,0.944,0.747,0,16,Auh
0.8,0.5,0,0.8479146647241668,0.96,0.766,0,16,Srebf2
0.8,0.5,0,0.9881910471245101,0.948,0.759,0,16,Dlat
0.8,0.5,0,0.8718564027344278,0.972,0.784,0,16,Ndufs1
0.8,0.5,0,0.5272090551146761,0.88,0.695,0,16,Comt
0.8,0.5,0,0.5432628526469124,0.94,0.763,0,16,Etnk1
0.8,0.5,0,1.0942522470858211,0.965,0.788,0,16,Ldha
0.8,0.5,0,0.3998116300971606,0.971,0.795,0,16,Bin1
0.8,0.5,0,0.9725728440457979,0.985,0.81,0,16,Mdh2
0.8,0.5,0,0.6470874923941232,0.951,0.776,0,16,Ptges3
0.8,0.5,0,0.9425056610027054,0.979,0.805,0,16,Pdha1
0.8,0.5,0,0.8319619427858594,0.968,0.795,0,16,Man2a2
0.8,0.5,0,0.6878409939256074,0.68,0.522,0,16,Bhlhe40
0.8,0.5,0,0.4228036405717298,0.915,0.762,0,16,Acat1
0.8,0.5,0,1.2001250602295652,0.994,0.842,0,16,Gls
0.8,0.5,0,0.6769542387454143,0.953,0.801,0,16,Sdhb
0.8,0.5,0,1.016712713348396,0.996,0.847,0,16,Got2
0.8,0.5,0,0.32949260248503087,0.98,0.855,0,16,Tmx4
0.8,0.5,0,0.7568555516716291,0.984,0.865,0,16,Hk1
0.8,0.5,0,0.5304808648146664,0.962,0.856,0,16,Rpn1
0.8,0.5,0,0.3700228946982751,0.962,0.861,0,16,Ogdh
0.8,0.5,0,1.0341637088787428,0.996,0.897,0,16,Cpe
0.8,0.5,0,0.6771012849000435,0.991,0.894,0,16,Snap25
0.8,0.5,0,0.6136730118356069,0.992,0.911,0,16,Oxct1
0.8,0.5,0,0.8182087472042836,1,0.932,0,16,App
0.8,0.5,0,0.5215586695366188,0.993,0.941,0,16,Cs
0.8,0.5,0,0.6943571080194233,0.997,0.948,0,16,Pgam1
0.8,0.5,0,0.5693881208635356,0.999,0.957,0,16,Mdh1
0.8,0.5,0,0.3716880800365283,0.997,0.967,0,16,Uqcrc1
0.8,0.5,0,0.3378932777235817,0.999,0.982,0,16,Sdha
0.8,0.5,0,0.87531514031686,1,0.992,0,16,Tmsb4x
0.8,0.5,0,0.45811164041254937,1,0.995,0,16,Pkm
0.8,0.5,2.2711484237021065e-297,0.5596596735427355,0.621,0.406,1.0765243528347985e-294,16,Hs2st1
0.8,0.5,2.8900992667128866e-285,0.8264521372238254,0.583,0.552,1.3699070524219083e-282,16,Acta2
0.8,0.5,1.3708146969273622e-282,0.51424862195107,0.671,0.459,6.497661663435697e-280,16,Gpat4
0.8,0.5,9.325875196740985e-273,0.3602628980329283,0.891,0.722,4.4204648432552275e-270,16,Smpd1
0.8,0.5,2.6812388296778245e-262,0.3301665569656451,0.917,0.806,1.2709072052672888e-259,16,Dlst
0.8,0.5,8.785578080308933e-252,0.7944285362874486,0.346,0.194,4.1643640100664343e-249,16,Pla2g12a
0.8,0.5,4.464649531593314e-248,0.42766513611513585,0.688,0.501,2.1162438779752306e-245,16,Pfkfb3
0.8,0.5,1.1334869464162286e-240,0.49363849372927715,0.441,0.26,5.3727281260129234e-238,16,Mt3
0.8,0.5,7.927470186256581e-221,0.27006815180184085,0.927,0.783,3.7576208682856195e-218,16,Tecr
0.8,0.5,1.5119122032269664e-188,0.426258572011603,0.612,0.435,7.166463843295821e-186,16,Pmm1
0.8,0.5,7.172219064641638e-178,0.33195678049003585,0.792,0.643,3.3996318366401364e-175,16,Cndp2
0.8,0.5,7.832187082429586e-175,0.5248273573645786,0.438,0.29,3.7124566770716237e-172,16,Pycr2
0.8,0.5,1.5146255932846047e-165,0.2710635201099028,0.768,0.615,7.179325312169026e-163,16,Arsb
0.8,0.5,5.444451707824226e-144,0.6359322639623515,0.289,0.177,2.5806701095086834e-141,16,St6galnac4
0.8,0.5,1.165855928041e-140,1.125338477829144,0.11,0.049,5.52615709891434e-138,16,Junb
0.8,0.5,3.774315012560413e-128,0.7584407611407391,0.19,0.106,1.7890253159536357e-125,16,Ldlr
0.8,0.5,2.058765645243189e-89,0.40536258895123556,0.37,0.266,9.758549158452717e-87,16,Cbr1
0.8,0.5,2.995160907701546e-84,0.2831664480429883,0.365,0.259,1.4197062702505328e-81,16,Acsl1
0.8,0.5,4.0257282663785616e-70,0.3334915363607591,0.388,0.292,1.9081951982634382e-67,16,St3gal2
0.8,0.5,5.63036998968845e-69,0.3610823687511404,0.345,0.256,2.6687953751123254e-66,16,C1galt1c1
0.8,0.5,2.434308281125478e-62,0.3402557005667093,0.35,0.264,1.1538621252534766e-59,16,Nt5c
0.8,0.5,1.3932660161164814e-46,0.5079856609443567,0.161,0.11,6.604080916392122e-44,16,Dad1
0.8,0.5,5.777288881783123e-34,0.31847707348095167,0.213,0.161,2.7384349299652e-31,16,Polr1a
0.8,0.5,8.474043113570483e-13,0.28212882752645285,0.137,0.112,4.016696435832409e-10,16,Pgls
0.8,0.5,0,2.356165580345065,0.703,0.168,0,17,Htr2c
0.8,0.5,0,2.449970453301222,0.655,0.129,0,17,Calb2
0.8,0.5,0,1.9546324971614857,0.799,0.29,0,17,Calb1
0.8,0.5,0,2.5069356449292797,0.62,0.134,0,17,Tox2
0.8,0.5,0,2.660178200891804,0.979,0.528,0,17,Gaa
0.8,0.5,0,1.3786279181370427,0.841,0.41,0,17,Adcy5
0.8,0.5,0,0.6759438816506023,0.853,0.435,0,17,Grin2b
0.8,0.5,0,3.2342156997735922,0.473,0.07,0,17,Tac1
0.8,0.5,0,1.2872463100979616,0.825,0.427,0,17,Tubb2b
0.8,0.5,0,1.2798066696687567,0.55,0.17,0,17,Lypd1
0.8,0.5,0,1.4829344280246939,0.642,0.273,0,17,Whrn
0.8,0.5,0,0.776662262200086,0.938,0.571,0,17,Opcml
0.8,0.5,0,2.0761671340608507,0.576,0.219,0,17,Slc17a6
0.8,0.5,0,1.780813007453005,0.497,0.154,0,17,Dcx
0.8,0.5,0,1.2201900659218958,0.89,0.553,0,17,Gmps
0.8,0.5,0,0.7662231553598805,0.83,0.5,0,17,Pfkp
0.8,0.5,0,0.6763748514655092,0.944,0.628,0,17,Chst1
0.8,0.5,0,0.43122025948626597,0.739,0.431,0,17,Dgat2
0.8,0.5,0,0.7767233309976942,0.709,0.405,0,17,Tnr
0.8,0.5,0,1.2951368599730768,0.42,0.132,0,17,Tshz2
0.8,0.5,0,0.9048970676803114,0.744,0.46,0,17,Gclc
0.8,0.5,0,2.1804513155808793,0.358,0.079,0,17,Otof
0.8,0.5,0,1.1667806804291279,0.534,0.263,0,17,Cbr1
0.8,0.5,0,0.8103200515183022,0.676,0.405,0,17,Hs2st1
0.8,0.5,0,0.7538911329992405,0.74,0.47,0,17,Odc1
0.8,0.5,0,0.7907356478941261,0.871,0.613,0,17,Chka
0.8,0.5,0,0.6242808793211174,0.766,0.509,0,17,Pgm1
0.8,0.5,0,0.33952338255783987,0.845,0.589,0,17,Scg3
0.8,0.5,0,0.7898179348138245,0.822,0.567,0,17,Ctps2
0.8,0.5,0,2.2925364811541353,0.311,0.057,0,17,Rspo1
0.8,0.5,0,0.5776376903717106,0.964,0.711,0,17,Got1
0.8,0.5,0,0.4774690407094099,0.803,0.554,0,17,Pfkl
0.8,0.5,0,0.6664581543149796,0.693,0.459,0,17,Gpat4
0.8,0.5,0,1.6105593018378557,0.366,0.134,0,17,Gad1
0.8,0.5,0,0.41358460839938105,0.946,0.714,0,17,Pfkm
0.8,0.5,0,0.6089116730656213,0.624,0.393,0,17,Bace1
0.8,0.5,0,0.7540230065653377,0.608,0.382,0,17,Ext2
0.8,0.5,0,0.7012570341937425,0.898,0.673,0,17,Dpm1
0.8,0.5,0,0.5675332540607321,0.853,0.63,0,17,Adss
0.8,0.5,0,0.7957100747291472,0.595,0.372,0,17,G6pc3
0.8,0.5,0,1.4667301585107468,0.719,0.498,0,17,Slc32a1
0.8,0.5,0,0.5557115599432465,0.874,0.657,0,17,Pdhb
0.8,0.5,0,0.4377121754767923,0.873,0.659,0,17,Acsl4
0.8,0.5,0,1.199538955828242,0.976,0.763,0,17,Etnk1
0.8,0.5,0,0.7094496405168971,0.605,0.393,0,17,Lpin1
0.8,0.5,0,0.7369577010851669,0.561,0.351,0,17,Impdh2
0.8,0.5,0,0.6106943027900206,0.795,0.585,0,17,Jund
0.8,0.5,0,0.7019844441812173,0.922,0.717,0,17,Ndufv2
0.8,0.5,0,1.4562871488464058,0.327,0.122,0,17,Dpyd
0.8,0.5,0,3.732525684824995,0.226,0.035,0,17,Nts
0.8,0.5,0,0.804776741147071,0.951,0.761,0,17,Acat1
0.8,0.5,0,4.874675154823377,0.194,0.007,0,17,Gck
0.8,0.5,0,0.5472662567617131,0.914,0.728,0,17,Dld
0.8,0.5,0,3.838621880112058,0.215,0.032,0,17,Sst
0.8,0.5,0,0.3934918196060908,0.936,0.756,0,17,Fdft1
0.8,0.5,0,0.5768419004210015,0.968,0.788,0,17,Ldha
0.8,0.5,0,0.5458618447967681,0.822,0.644,0,17,Ddost
0.8,0.5,0,0.8080449661231528,0.961,0.783,0,17,Tecr
0.8,0.5,0,0.4354202915065004,0.905,0.737,0,17,B3gat3
0.8,0.5,0,0.6602014722443037,0.978,0.811,0,17,Mdh2
0.8,0.5,0,0.7367655412094039,0.941,0.777,0,17,Ptges3
0.8,0.5,0,1.0494708169811422,0.322,0.159,0,17,Polr1a
0.8,0.5,0,0.49176593239022437,0.921,0.76,0,17,Dlat
0.8,0.5,0,0.44121470792615314,0.937,0.785,0,17,Ndufs1
0.8,0.5,0,0.5231905202820142,0.946,0.796,0,17,Man2a2
0.8,0.5,0,2.7354747355589506,0.192,0.045,0,17,Lhx6
0.8,0.5,0,0.5007704025648395,0.912,0.767,0,17,Srebf2
0.8,0.5,0,1.705665223155963,0.997,0.855,0,17,Tmx4
0.8,0.5,0,0.5975612691459944,0.987,0.847,0,17,Got2
0.8,0.5,0,2.0483247398820668,0.185,0.045,0,17,Tunar
0.8,0.5,0,0.5905570837024334,0.98,0.843,0,17,Gls
0.8,0.5,0,0.5531956965497968,0.984,0.865,0,17,Hk1
0.8,0.5,0,0.7191691977765104,0.971,0.856,0,17,Rpn1
0.8,0.5,0,0.9021633871847183,0.993,0.882,0,17,Ids
0.8,0.5,0,1.8332582380514757,0.153,0.044,0,17,Adamts2
0.8,0.5,0,0.5252499362902454,1,0.894,0,17,Snap25
0.8,0.5,0,0.4774979886745787,0.963,0.862,0,17,Ogdh
0.8,0.5,0,0.42020834697201526,0.919,0.825,0,17,Acly
0.8,0.5,0,0.33822266241396903,0.965,0.876,0,17,Glud1
0.8,0.5,0,0.4953138436122302,0.999,0.932,0,17,App
0.8,0.5,0,0.4497876219215864,0.963,0.896,0,17,Ppt1
0.8,0.5,0,0.7467085962470419,0.997,0.948,0,17,Pgam1
0.8,0.5,0,0.3598656406645999,0.989,0.941,0,17,Cs
0.8,0.5,0,0.6102831522644738,0.999,0.957,0,17,Mdh1
0.8,0.5,0,0.4147513633778672,0.996,0.968,0,17,Uqcrc1
0.8,0.5,0,0.6436865363163062,0.999,0.982,0,17,Sdha
0.8,0.5,0,0.705968738808469,1,0.995,0,17,Pkm
0.8,0.5,0,0.548177496590696,1,1,0,17,Gapdh
0.8,0.5,0,0.6263541673748954,1,1,0,17,Psap
0.8,0.5,3.0044526626293806e-302,0.5386960982977613,0.811,0.644,1.4241105620863264e-299,17,Bhlhe41
0.8,0.5,2.5849545445561244e-299,0.7110096780859071,0.557,0.356,1.225268454119603e-296,17,Ptdss1
0.8,0.5,4.658381408118647e-298,1.1542202629391831,0.254,0.114,2.2080727874482385e-295,17,Ppat
0.8,0.5,2.959670828966496e-297,0.3831549029128798,0.974,0.861,1.4028839729301192e-294,17,Lrp1
0.8,0.5,6.393512330900852e-292,0.399593679671591,0.921,0.802,3.030524844847004e-289,17,Sdhb
0.8,0.5,4.093732332825781e-278,1.2320992734382332,0.155,0.056,1.94042912575942e-275,17,Syt6
0.8,0.5,2.4255618585303874e-264,0.3153300416627353,0.75,0.516,1.1497163209434035e-261,17,Hmgcr
0.8,0.5,9.374904632686467e-250,0.39430590101665275,0.868,0.678,4.443704795893386e-247,17,Fasn
0.8,0.5,3.6644521013916014e-239,0.38182654311644665,0.877,0.722,1.736950296059619e-236,17,Smpd1
0.8,0.5,3.5002324678490216e-238,0.8358293063937041,0.349,0.195,1.659110189760436e-235,17,Pla2g12a
0.8,0.5,4.436044020144207e-229,0.26653743080658165,0.485,0.282,2.102684865548354e-226,17,B3galt5
0.8,0.5,1.13730556432486e-227,0.45550194322938947,0.694,0.502,5.3908283748998365e-225,17,Lta4h
0.8,0.5,2.3166036791159236e-223,0.28395144644791004,0.558,0.349,1.0980701439009479e-220,17,Plcb4
0.8,0.5,8.269620683544866e-213,0.27940342368099325,0.967,0.904,3.9198002040002664e-210,17,Uba52
0.8,0.5,5.162117617599723e-211,0.5444532736786067,0.58,0.399,2.4468437507422686e-208,17,Neu1
0.8,0.5,1.1852313147647303e-207,0.44901614280065916,0.656,0.465,5.617996431984822e-205,17,Dgkd
0.8,0.5,3.655904779251518e-202,0.5167245642534135,0.613,0.436,1.7328988653652196e-199,17,Pmm1
0.8,0.5,6.777221125901427e-195,0.35469701987215974,0.846,0.7,3.2124028136772763e-192,17,Akt1
0.8,0.5,1.918034721188938e-184,0.4006478441599387,0.708,0.535,9.091484578435566e-182,17,Fut8
0.8,0.5,6.349320835385539e-183,0.33201495076694704,0.81,0.672,3.0095780759727454e-180,17,Gpx1
0.8,0.5,4.416201200652534e-182,0.4540700843839027,0.658,0.5,2.093279369109301e-179,17,Pgd
0.8,0.5,4.43060372614551e-181,0.42157739959724655,0.472,0.307,2.1001061661929717e-178,17,Cnr1
0.8,0.5,5.272411749903716e-180,0.3460559523470174,0.831,0.714,2.4991231694543617e-177,17,Asah1
0.8,0.5,2.1900652222145036e-175,0.6449287069824536,0.409,0.263,1.0380909153296747e-172,17,Nt5c
0.8,0.5,2.396873553024048e-174,0.4021875312592411,0.736,0.58,1.1361180641333987e-171,17,Slc33a1
0.8,0.5,1.86670374458831e-170,0.9940465685519633,0.177,0.084,8.84817574934859e-168,17,Vldlr
0.8,0.5,6.489521169339862e-170,0.5257109994942804,0.545,0.388,3.0760330342670946e-167,17,Pank3
0.8,0.5,8.466945297169567e-164,0.40130059789518,0.703,0.551,4.013332070858375e-161,17,Stt3a
0.8,0.5,2.2368940386575511e-156,0.5734684888410941,0.422,0.28,1.0602877743236792e-153,17,Sphk2
0.8,0.5,6.684630762839888e-156,0.44203914297035407,0.614,0.461,3.168514981586107e-153,17,Kdsr
0.8,0.5,2.837230239941742e-150,0.48519601149740654,0.546,0.386,1.3448471337323857e-147,17,Chst11
0.8,0.5,9.18897397581271e-150,0.45684359693941357,0.527,0.374,4.3555736645352246e-147,17,Pomgnt1
0.8,0.5,7.5111728213403005e-143,0.5643518293643206,0.427,0.291,3.5602959173153022e-140,17,St3gal2
0.8,0.5,7.501929011086798e-139,0.4998086066787152,0.442,0.302,3.555914351255142e-136,17,Ophn1
0.8,0.5,6.99316474181265e-137,0.3357316918161297,0.764,0.636,3.314760087619196e-134,17,Galnt1
0.8,0.5,4.812064242803254e-133,0.39768357549350736,0.613,0.466,2.2809184510887424e-130,17,Sc5d
0.8,0.5,1.2016099051046685e-131,0.4911135033342552,0.425,0.291,5.6956309501961287e-129,17,Pycr2
0.8,0.5,7.767659499291069e-127,0.33607912776138305,0.717,0.574,3.6818706026639663e-124,17,Rxrb
0.8,0.5,4.0821421336620436e-106,0.49834581502340947,0.392,0.276,1.9349353713558086e-103,17,Cox14
0.8,0.5,1.2791839005970344e-97,0.37785729948303404,0.486,0.362,6.063331688829943e-95,17,Acer3
0.8,0.5,2.49134710624681e-96,0.53912518735479,0.331,0.228,1.180898528360988e-93,17,Alg5
0.8,0.5,3.4752674567341218e-96,0.4119247450734025,0.372,0.259,1.6472767744919736e-93,17,Acsl1
0.8,0.5,2.9128891039236343e-95,0.7315900402190478,0.187,0.11,1.3807094352598027e-92,17,Dad1
0.8,0.5,5.684322905317439e-87,0.3278647621216113,0.547,0.427,2.694369057120466e-84,17,Acaca
0.8,0.5,2.136859092355083e-81,0.7053558684914352,0.175,0.105,1.0128712097763093e-78,17,Dgat1
0.8,0.5,2.5407183678825007e-70,0.4202462474313,0.348,0.256,1.2043005063763054e-67,17,C1galt1c1
0.8,0.5,1.4885328982989937e-65,0.38012420379425915,0.441,0.347,7.05564593793723e-63,17,Hsd17b12
0.8,0.5,1.0823749930295287e-60,0.33779978536694444,0.427,0.335,5.130457466959966e-58,17,Coasy
0.8,0.5,3.5713881331289956e-59,0.2811948022226374,0.423,0.326,1.692837975103144e-56,17,Aldh9a1
0.8,0.5,7.097886642123052e-53,0.26710275725052357,0.364,0.277,3.364398268366327e-50,17,Hmgcl
0.8,0.5,6.596573265841694e-50,0.6478106982475066,0.186,0.128,3.1267757280089628e-47,17,Reln
0.8,0.5,1.2288731258877277e-29,0.35975454570844656,0.233,0.182,5.82485861670783e-27,17,Hibadh
0.8,0.5,3.8027860330591234e-29,0.36224560386029747,0.187,0.14,1.8025205796700245e-26,17,Hilpda
0.8,0.5,1.7239942661384405e-26,0.36326813176008965,0.195,0.15,8.171732821496208e-24,17,Chsy1
0.8,0.5,4.707097948959338e-24,0.43490376255893226,0.144,0.107,2.231164427806726e-21,17,Ldlr
0.8,0.5,1.1803500951795802e-18,0.2788302061953605,0.178,0.141,5.59485945115121e-16,17,Cox10
0.8,0.5,7.150606656603513e-13,0.3517225109990738,0.101,0.078,3.389387555230065e-10,17,Khk
0.8,0.5,0.009323456010134784,1.0183965792405358,0.124,0.117,1,17,Pdgfra
0.8,0.5,0,9.676664440799177,0.543,0.005,0,18,Ccdc153
0.8,0.5,0,7.2236116704362985,0.539,0.011,0,18,Dnah11
0.8,0.5,0,9.127685303961911,0.508,0.005,0,18,Tmem212
0.8,0.5,0,2.2304452696816273,0.663,0.198,0,18,Ifitm3
0.8,0.5,0,4.373640426643382,0.591,0.128,0,18,Ttr
0.8,0.5,0,1.9524966627216078,0.564,0.126,0,18,Ocln
0.8,0.5,0,3.02845953346378,0.722,0.289,0,18,Vim
0.8,0.5,0,2.1339813701102797,0.682,0.302,0,18,Idh2
0.8,0.5,0,1.9250457509976808,0.632,0.253,0,18,St3gal6
0.8,0.5,0,3.6513925876407565,0.418,0.042,0,18,Sncg
0.8,0.5,0,1.558987187993946,0.806,0.433,0,18,Srebf1
0.8,0.5,0,1.5767528790847418,0.789,0.421,0,18,Slc2a1
0.8,0.5,0,2.033056516800446,0.66,0.302,0,18,Naga
0.8,0.5,0,1.1171444979026508,0.622,0.283,0,18,Aqp4
0.8,0.5,0,1.0659975632495886,0.601,0.279,0,18,Gja1
0.8,0.5,0,1.9440047361417023,0.445,0.128,0,18,Cbs
0.8,0.5,0,0.9017369778853088,0.71,0.395,0,18,Timp3
0.8,0.5,0,1.9563676210375338,0.769,0.455,0,18,Gstm1
0.8,0.5,0,2.245798919116329,0.41,0.102,0,18,Maob
0.8,0.5,0,1.656115630126608,0.612,0.314,0,18,Pla2g7
0.8,0.5,0,0.957740107436998,0.769,0.475,0,18,Abca1
0.8,0.5,0,1.5722778200708571,0.624,0.34,0,18,Prps2
0.8,0.5,0,1.3802592229304733,0.968,0.687,0,18,Cd63
0.8,0.5,0,2.229238516581529,0.748,0.47,0,18,Odc1
0.8,0.5,0,2.0633675701129093,0.356,0.083,0,18,Fas
0.8,0.5,0,1.160810720097052,0.507,0.236,0,18,Myo1e
0.8,0.5,0,1.5248188137764025,0.775,0.505,0,18,Mt2
0.8,0.5,0,1.4103452567354797,0.72,0.45,0,18,Fads2
0.8,0.5,0,4.425194704767883,0.288,0.025,0,18,C3
0.8,0.5,0,1.4584031007993583,0.398,0.138,0,18,Prodh
0.8,0.5,0,1.735256287287318,0.515,0.259,0,18,Mt3
0.8,0.5,0,1.1942895656060544,0.392,0.136,0,18,Plin4
0.8,0.5,0,4.321288464196452,0.263,0.015,0,18,Lgals3
0.8,0.5,0,1.2477901798824094,0.333,0.102,0,18,Hspg2
0.8,0.5,0,2.5878788867687343,0.3,0.074,0,18,Hkdc1
0.8,0.5,0,1.787356083400828,0.342,0.118,0,18,Hmgb2
0.8,0.5,0,6.696115508906466,0.219,0.003,0,18,Plin5
0.8,0.5,0,1.4037426420244126,0.539,0.34,0,18,Acad8
0.8,0.5,0,1.2219959725537055,0.79,0.595,0,18,Aldh2
0.8,0.5,0,1.3025912867546077,0.614,0.434,0,18,Dgat2
0.8,0.5,0,1.5638259858158408,0.291,0.115,0,18,Ganc
0.8,0.5,0,1.2123739783688667,0.57,0.394,0,18,Lpin1
0.8,0.5,0,2.209544657460986,0.228,0.056,0,18,Pax6
0.8,0.5,0,1.4423977244460842,0.267,0.104,0,18,Mt1
0.8,0.5,0,1.1179494563935544,0.271,0.113,0,18,B4galt1
0.8,0.5,0,0.8562533457558323,0.24,0.086,0,18,Serping1
0.8,0.5,0,1.2021723049573279,0.589,0.464,0,18,Gclc
0.8,0.5,0,0.603706834474933,0.822,0.703,0,18,Hadhb
0.8,0.5,0,1.2260823639147582,0.903,0.799,0,18,Pygb
0.8,0.5,0,0.7469645845366009,0.824,0.728,0,18,Gclm
0.8,0.5,0,1.6884863033923954,0.139,0.044,0,18,Cd44
0.8,0.5,0,0.6839457911559474,0.857,0.774,0,18,Echs1
0.8,0.5,0,0.8098110635685012,0.86,0.779,0,18,Ptges3
0.8,0.5,0,0.7154743698616395,0.873,0.823,0,18,Gns
0.8,0.5,0,0.5544550926927998,0.984,0.946,0,18,Prdx1
0.8,0.5,0,0.8812337177096885,0.955,0.932,0,18,Arhgap5
0.8,0.5,0,1.4612024916146376,0.979,0.961,0,18,Clu
0.8,0.5,0,0.4109838051510728,0.991,0.987,0,18,Ckb
0.8,0.5,6.287353138877197e-306,1.345348780144005,0.185,0.068,2.9802053878277913e-303,18,Plin3
0.8,0.5,3.068613485316944e-301,0.7948526915408234,0.454,0.256,1.4545227920402314e-298,18,Rapgef3
0.8,0.5,5.271484913140649e-292,0.7629001638437468,0.489,0.289,2.4986838488286673e-289,18,Acadl
0.8,0.5,2.686986435868013e-288,1.5315971838892297,0.192,0.076,1.2736315706014383e-285,18,Khk
0.8,0.5,2.4757189657575277e-279,0.5387082235785047,0.707,0.55,1.173490789769068e-276,18,Acta2
0.8,0.5,3.288852687541663e-278,0.7394698486174984,0.72,0.589,1.558916173894748e-275,18,Sat1
0.8,0.5,3.232737504283166e-271,1.2523416568390113,0.203,0.084,1.5323175770302207e-268,18,Plin2
0.8,0.5,2.0334892793941087e-262,0.8592951463112111,0.499,0.324,9.638739184328075e-260,18,Aldh9a1
0.8,0.5,2.2873827329515547e-261,0.8513925452460934,0.522,0.352,1.084219415419037e-258,18,Cat
0.8,0.5,2.931823805666901e-247,1.0206505385688078,0.415,0.258,1.3896844838861111e-244,18,Gsr
0.8,0.5,1.4608888914881847e-238,1.0553532757597168,0.448,0.302,6.924613345653996e-236,18,Ophn1
0.8,0.5,8.839935724332144e-233,2.7001358987057307,0.197,0.09,4.190129533333436e-230,18,Car12
0.8,0.5,7.3177842340345645e-221,1.1341502789513003,0.217,0.101,3.4686297269323835e-218,18,Pnp
0.8,0.5,2.580558085577119e-194,0.513808742615163,0.884,0.858,1.2231845325635545e-191,18,Rpn1
0.8,0.5,4.327112322960841e-163,0.552980112982215,0.521,0.387,2.0510512410834385e-160,18,Chst11
0.8,0.5,6.501258527640388e-163,0.33701227999496464,0.922,0.91,3.0815965421015436e-160,18,Tkt
0.8,0.5,1.766658063639508e-161,1.5160128148711818,0.147,0.067,8.373959221651268e-159,18,Ltc4s
0.8,0.5,2.115480656791166e-157,0.8943770901155053,0.262,0.149,1.0027378313190126e-154,18,Chsy1
0.8,0.5,7.416244129127246e-157,0.7133889789725527,0.464,0.335,3.515299717206314e-154,18,Coasy
0.8,0.5,2.6137867716876852e-154,1.1012355782269747,0.142,0.063,1.2389349297799629e-151,18,Ppara
0.8,0.5,1.4010295926542424e-153,0.4442326825917513,0.511,0.352,6.640880269181109e-151,18,Lgals3bp
0.8,0.5,1.284600304697285e-150,0.7586516778224472,0.32,0.197,6.089005444265132e-148,18,Soat1
0.8,0.5,5.828800921541503e-136,0.4846045282982023,0.423,0.298,2.7628516368106726e-133,18,Calb1
0.8,0.5,1.3355760645657832e-130,0.455727364675143,0.513,0.361,6.330630546041812e-128,18,Phgdh
